mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
ALUMNI_M3922,Alumni_3922,Female,Other,Data Scientist,AI/ML,6,"Machine Learning,Java,Data Analysis",Kandy,,,Bronze,alumni3922@alumni.edu,https://linkedin.com/in/alumni3922,15,flexible,"English,Tamil",67.83,0.71,4.18,4.0,0.0,16.0,True
ALUMNI_M3923,Alumni_3923,Male,Other,Data Scientist,AI/ML,6,"Cybersecurity,Cloud Computing,Python",Gampaha,,,Bronze,alumni3923@alumni.edu,https://linkedin.com/in/alumni3923,8,casual,"English,Sinhala",68.18,0.78,3.84,2.0,0.0,52.0,True
ALUMNI_M3924,Alumni_3924,Female,Other,Software Engineer,Software Engineering,6,"Data Analysis,Machine Learning,Cybersecurity",Kandy,,,Bronze,alumni3924@alumni.edu,https://linkedin.com/in/alumni3924,19,flexible,English,66.47,0.78,4.11,4.0,0.0,24.0,True
ALUMNI_M3925,Alumni_3925,Female,Other,Product Manager,Business IT,6,"Java,Data Analysis,Cybersecurity",Kurunegala,,,Silver,alumni3925@alumni.edu,https://linkedin.com/in/alumni3925,4,casual,"English,Sinhala",75.34,0.82,4.53,3.0,0.0,91.0,True
ALUMNI_M3926,Alumni_3926,Male,Other,Product Manager,Software Engineering,6,"Machine Learning,Data Analysis,Java",Galle,,,Silver,alumni3926@alumni.edu,https://linkedin.com/in/alumni3926,3,flexible,English,64.34,0.99,4.82,2.0,0.0,37.0,True
ALUMNI_M3927,Alumni_3927,Male,Other,Consultant,Cybersecurity,6,"Java,Cloud Computing,Machine Learning",Gampaha,,,Gold,alumni3927@alumni.edu,https://linkedin.com/in/alumni3927,12,structured,"English,Sinhala,Tamil",60.49,0.98,3.72,3.0,0.0,42.0,True
ALUMNI_M3928,Alumni_3928,Female,Other,Data Scientist,Software Engineering,6,"Java,Python,Cybersecurity",Galle,,,Bronze,alumni3928@alumni.edu,https://linkedin.com/in/alumni3928,18,flexible,"English,Tamil",93.92,0.82,4.88,2.0,0.0,0.0,True
ALUMNI_M3929,Alumni_3929,Female,Other,Software Engineer,Data Science,6,"Python,Java,Cybersecurity",Colombo,,,Bronze,alumni3929@alumni.edu,https://linkedin.com/in/alumni3929,9,formal,"English,Sinhala,Tamil",68.49,1.0,4.46,3.0,0.0,86.0,True
ALUMNI_M3930,Alumni_3930,Female,Other,Data Scientist,AI/ML,6,"Cybersecurity,Python,Data Analysis",Kandy,,,Bronze,alumni3930@alumni.edu,https://linkedin.com/in/alumni3930,14,flexible,English,94.11,0.88,3.82,1.0,0.0,16.0,True
ALUMNI_M3931,Alumni_3931,Male,Other,Software Engineer,Data Science,6,"Cybersecurity,Java,Cloud Computing",Kandy,,,Silver,alumni3931@alumni.edu,https://linkedin.com/in/alumni3931,14,flexible,"English,Sinhala",79.85,0.77,3.9,2.0,0.0,67.0,True
ALUMNI_M3932,Alumni_3932,Female,Other,Data Scientist,Business IT,6,"Java,Cybersecurity,Data Analysis",Colombo,,,Gold,alumni3932@alumni.edu,https://linkedin.com/in/alumni3932,5,structured,"English,Sinhala",73.39,0.95,4.99,3.0,0.0,87.0,True
ALUMNI_M3933,Alumni_3933,Female,Other,Research Scientist,AI/ML,6,"Java,Machine Learning,Python",Kandy,,,Silver,alumni3933@alumni.edu,https://linkedin.com/in/alumni3933,11,formal,English,91.13,0.84,3.69,4.0,0.0,49.0,True
ALUMNI_M3934,Alumni_3934,Male,Other,Consultant,Cybersecurity,6,"Machine Learning,Java,Data Analysis",Kurunegala,,,Bronze,alumni3934@alumni.edu,https://linkedin.com/in/alumni3934,18,casual,"English,Sinhala,Tamil",85.76,0.77,3.82,5.0,0.0,93.0,True
ALUMNI_M3935,Alumni_3935,Female,Other,Consultant,Software Engineering,6,"Cloud Computing,Data Analysis,Java",Kurunegala,,,Bronze,alumni3935@alumni.edu,https://linkedin.com/in/alumni3935,8,formal,"English,Sinhala,Tamil",92.61,0.98,3.88,2.0,0.0,29.0,True
ALUMNI_M3936,Alumni_3936,Male,Other,Research Scientist,Networking,6,"Cybersecurity,Machine Learning,Python",Kandy,,,Bronze,alumni3936@alumni.edu,https://linkedin.com/in/alumni3936,9,flexible,English,78.82,0.75,3.85,1.0,0.0,36.0,True
ALUMNI_M3937,Alumni_3937,Male,Other,Data Scientist,Networking,6,"Java,Machine Learning,Data Analysis",Galle,,,Bronze,alumni3937@alumni.edu,https://linkedin.com/in/alumni3937,14,formal,English,68.03,0.78,4.06,1.0,0.0,43.0,True
ALUMNI_M3938,Alumni_3938,Male,Other,Research Scientist,Data Science,6,"Java,Cloud Computing,Machine Learning",Kurunegala,,,Bronze,alumni3938@alumni.edu,https://linkedin.com/in/alumni3938,12,structured,English,74.68,0.83,4.46,1.0,0.0,6.0,True
ALUMNI_M3939,Alumni_3939,Female,Other,Software Engineer,AI/ML,6,"Machine Learning,Data Analysis,Python",Kurunegala,,,Silver,alumni3939@alumni.edu,https://linkedin.com/in/alumni3939,16,formal,"English,Tamil",63.98,0.98,4.76,2.0,0.0,52.0,True
ALUMNI_M3940,Alumni_3940,Male,Other,Product Manager,Networking,6,"Cybersecurity,Java,Cloud Computing",Galle,,,Bronze,alumni3940@alumni.edu,https://linkedin.com/in/alumni3940,7,casual,"English,Sinhala,Tamil",71.53,0.8,4.46,3.0,0.0,99.0,True
ALUMNI_M3941,Alumni_3941,Female,Other,Product Manager,Networking,6,"Machine Learning,Java,Cloud Computing",Galle,,,Bronze,alumni3941@alumni.edu,https://linkedin.com/in/alumni3941,14,flexible,"English,Sinhala,Tamil",74.05,0.89,3.5,1.0,0.0,12.0,True
ALUMNI_M3942,Alumni_3942,Female,Other,Software Engineer,Networking,6,"Cybersecurity,Data Analysis,Machine Learning",Kurunegala,,,Bronze,alumni3942@alumni.edu,https://linkedin.com/in/alumni3942,5,flexible,"English,Sinhala",82.94,0.74,4.29,4.0,0.0,22.0,True
ALUMNI_M3943,Alumni_3943,Female,Other,Research Scientist,Networking,6,"Python,Cybersecurity,Java",Galle,,,Gold,alumni3943@alumni.edu,https://linkedin.com/in/alumni3943,6,casual,"English,Sinhala",68.73,0.84,4.52,3.0,0.0,8.0,True
ALUMNI_M3944,Alumni_3944,Male,Other,Data Scientist,Software Engineering,6,"Java,Data Analysis,Cloud Computing",Gampaha,,,Silver,alumni3944@alumni.edu,https://linkedin.com/in/alumni3944,18,formal,"English,Tamil",74.68,0.7,4.87,5.0,0.0,21.0,True
ALUMNI_M3945,Alumni_3945,Female,Other,Research Scientist,Networking,6,"Python,Data Analysis,Java",Kurunegala,,,Silver,alumni3945@alumni.edu,https://linkedin.com/in/alumni3945,6,structured,"English,Tamil",78.02,0.87,4.53,3.0,0.0,18.0,True
ALUMNI_M3946,Alumni_3946,Female,Other,Consultant,Data Science,6,"Cloud Computing,Machine Learning,Cybersecurity",Gampaha,,,Bronze,alumni3946@alumni.edu,https://linkedin.com/in/alumni3946,5,formal,"English,Sinhala,Tamil",71.91,0.92,4.18,1.0,0.0,44.0,True
ALUMNI_M3947,Alumni_3947,Male,Other,Research Scientist,Software Engineering,6,"Java,Cloud Computing,Python",Galle,,,Bronze,alumni3947@alumni.edu,https://linkedin.com/in/alumni3947,11,flexible,"English,Sinhala,Tamil",90.42,0.95,3.87,1.0,0.0,29.0,True
ALUMNI_M3948,Alumni_3948,Male,Other,Research Scientist,AI/ML,6,"Cloud Computing,Machine Learning,Python",Galle,,,Silver,alumni3948@alumni.edu,https://linkedin.com/in/alumni3948,12,structured,"English,Tamil",91.44,0.7,3.89,5.0,0.0,95.0,True
ALUMNI_M3949,Alumni_3949,Male,Other,Product Manager,Data Science,6,"Data Analysis,Java,Cloud Computing",Galle,,,Silver,alumni3949@alumni.edu,https://linkedin.com/in/alumni3949,7,structured,"English,Sinhala",67.63,0.79,4.94,2.0,0.0,48.0,True
ALUMNI_M3950,Alumni_3950,Male,Other,Consultant,Networking,6,"Data Analysis,Machine Learning,Cloud Computing",Colombo,,,Bronze,alumni3950@alumni.edu,https://linkedin.com/in/alumni3950,11,structured,"English,Sinhala",82.83,0.71,4.61,4.0,0.0,1.0,True
ALUMNI_M3951,Alumni_3951,Female,Other,Product Manager,Cybersecurity,6,"Cybersecurity,Machine Learning,Data Analysis",Colombo,,,Bronze,alumni3951@alumni.edu,https://linkedin.com/in/alumni3951,7,structured,"English,Sinhala,Tamil",89.89,0.99,3.88,4.0,0.0,25.0,True
ALUMNI_M3952,Alumni_3952,Female,Other,Consultant,Software Engineering,6,"Data Analysis,Java,Machine Learning",Colombo,,,Bronze,alumni3952@alumni.edu,https://linkedin.com/in/alumni3952,15,casual,English,88.64,0.77,4.87,1.0,0.0,25.0,True
ALUMNI_M3953,Alumni_3953,Male,Other,Software Engineer,Data Science,6,"Machine Learning,Python,Java",Kurunegala,,,Silver,alumni3953@alumni.edu,https://linkedin.com/in/alumni3953,12,formal,"English,Sinhala,Tamil",71.04,0.87,3.84,4.0,0.0,64.0,True
ALUMNI_M3954,Alumni_3954,Female,Other,Product Manager,Software Engineering,6,"Python,Cybersecurity,Data Analysis",Kurunegala,,,Gold,alumni3954@alumni.edu,https://linkedin.com/in/alumni3954,6,structured,"English,Tamil",71.37,0.98,4.92,5.0,0.0,65.0,True
ALUMNI_M3955,Alumni_3955,Male,Other,Data Scientist,Software Engineering,6,"Cloud Computing,Java,Python",Kandy,,,Gold,alumni3955@alumni.edu,https://linkedin.com/in/alumni3955,14,flexible,English,76.41,0.98,4.57,1.0,0.0,86.0,True
ALUMNI_M3956,Alumni_3956,Male,Other,Research Scientist,Cybersecurity,6,"Cybersecurity,Data Analysis,Python",Galle,,,Gold,alumni3956@alumni.edu,https://linkedin.com/in/alumni3956,13,structured,"English,Sinhala",80.28,0.9,4.35,1.0,0.0,100.0,True
ALUMNI_M3957,Alumni_3957,Male,Other,Research Scientist,Networking,6,"Cloud Computing,Cybersecurity,Python",Kurunegala,,,Bronze,alumni3957@alumni.edu,https://linkedin.com/in/alumni3957,6,casual,"English,Sinhala,Tamil",67.15,0.94,3.91,3.0,0.0,45.0,True
ALUMNI_M3958,Alumni_3958,Female,Other,Data Scientist,Cybersecurity,6,"Data Analysis,Python,Cloud Computing",Colombo,,,Gold,alumni3958@alumni.edu,https://linkedin.com/in/alumni3958,8,flexible,"English,Tamil",93.35,0.95,3.92,5.0,0.0,31.0,True
ALUMNI_M3959,Alumni_3959,Female,Other,Consultant,Software Engineering,6,"Cybersecurity,Java,Data Analysis",Gampaha,,,Gold,alumni3959@alumni.edu,https://linkedin.com/in/alumni3959,6,casual,"English,Sinhala,Tamil",64.43,0.84,4.55,1.0,0.0,38.0,True
ALUMNI_M3960,Alumni_3960,Female,Other,Product Manager,Cybersecurity,6,"Machine Learning,Cloud Computing,Data Analysis",Galle,,,Bronze,alumni3960@alumni.edu,https://linkedin.com/in/alumni3960,17,structured,English,62.32,0.79,3.98,2.0,0.0,69.0,True
ALUMNI_M3961,Alumni_3961,Male,Other,Product Manager,Networking,6,"Java,Cloud Computing,Data Analysis",Galle,,,Gold,alumni3961@alumni.edu,https://linkedin.com/in/alumni3961,14,formal,"English,Tamil",62.82,1.0,3.66,3.0,0.0,31.0,True
ALUMNI_M3962,Alumni_3962,Male,Other,Research Scientist,Data Science,6,"Python,Data Analysis,Cybersecurity",Galle,,,Gold,alumni3962@alumni.edu,https://linkedin.com/in/alumni3962,7,flexible,"English,Tamil",91.43,0.79,4.6,1.0,0.0,53.0,True
ALUMNI_M3963,Alumni_3963,Male,Other,Consultant,Cybersecurity,6,"Java,Cybersecurity,Machine Learning",Galle,,,Gold,alumni3963@alumni.edu,https://linkedin.com/in/alumni3963,19,structured,English,62.01,0.98,4.65,1.0,0.0,6.0,True
ALUMNI_M3964,Alumni_3964,Female,Other,Consultant,Data Science,6,"Cybersecurity,Python,Data Analysis",Colombo,,,Silver,alumni3964@alumni.edu,https://linkedin.com/in/alumni3964,17,casual,"English,Sinhala,Tamil",65.4,0.86,4.27,1.0,0.0,23.0,True
ALUMNI_M3965,Alumni_3965,Female,Other,Software Engineer,Data Science,6,"Java,Cybersecurity,Python",Colombo,,,Silver,alumni3965@alumni.edu,https://linkedin.com/in/alumni3965,9,formal,"English,Tamil",92.73,0.85,4.76,2.0,0.0,28.0,True
ALUMNI_M3966,Alumni_3966,Male,Other,Consultant,Software Engineering,6,"Cloud Computing,Python,Java",Gampaha,,,Silver,alumni3966@alumni.edu,https://linkedin.com/in/alumni3966,16,structured,"English,Tamil",61.29,0.89,4.13,3.0,0.0,20.0,True
ALUMNI_M3967,Alumni_3967,Female,Other,Research Scientist,Cybersecurity,6,"Java,Cloud Computing,Python",Colombo,,,Silver,alumni3967@alumni.edu,https://linkedin.com/in/alumni3967,2,casual,"English,Sinhala,Tamil",80.43,0.99,4.8,2.0,0.0,22.0,True
ALUMNI_M3968,Alumni_3968,Male,Other,Consultant,Cybersecurity,6,"Python,Data Analysis,Java",Galle,,,Bronze,alumni3968@alumni.edu,https://linkedin.com/in/alumni3968,7,casual,"English,Tamil",90.09,0.91,4.63,4.0,0.0,87.0,True
ALUMNI_M3969,Alumni_3969,Male,Other,Data Scientist,Data Science,6,"Python,Machine Learning,Data Analysis",Kurunegala,,,Gold,alumni3969@alumni.edu,https://linkedin.com/in/alumni3969,15,casual,English,87.32,0.83,3.76,2.0,0.0,92.0,True
ALUMNI_M3970,Alumni_3970,Male,Other,Data Scientist,Cybersecurity,6,"Python,Cybersecurity,Data Analysis",Colombo,,,Gold,alumni3970@alumni.edu,https://linkedin.com/in/alumni3970,20,structured,"English,Tamil",94.0,0.78,4.74,5.0,0.0,5.0,True
ALUMNI_M3971,Alumni_3971,Female,Other,Research Scientist,Software Engineering,6,"Python,Machine Learning,Java",Gampaha,,,Bronze,alumni3971@alumni.edu,https://linkedin.com/in/alumni3971,11,casual,"English,Sinhala",77.99,0.74,3.89,1.0,0.0,71.0,True
ALUMNI_M3972,Alumni_3972,Female,Other,Consultant,AI/ML,6,"Machine Learning,Java,Cybersecurity",Kandy,,,Gold,alumni3972@alumni.edu,https://linkedin.com/in/alumni3972,19,flexible,"English,Sinhala",93.32,0.97,3.86,4.0,0.0,27.0,True
ALUMNI_M3973,Alumni_3973,Male,Other,Product Manager,AI/ML,6,"Python,Cybersecurity,Cloud Computing",Kurunegala,,,Bronze,alumni3973@alumni.edu,https://linkedin.com/in/alumni3973,19,structured,"English,Tamil",65.07,0.97,4.37,2.0,0.0,21.0,True
ALUMNI_M3974,Alumni_3974,Female,Other,Consultant,Data Science,6,"Machine Learning,Java,Python",Kandy,,,Gold,alumni3974@alumni.edu,https://linkedin.com/in/alumni3974,7,structured,English,87.5,0.73,4.82,3.0,0.0,82.0,True
ALUMNI_M3975,Alumni_3975,Male,Other,Consultant,Data Science,6,"Java,Machine Learning,Cloud Computing",Kandy,,,Silver,alumni3975@alumni.edu,https://linkedin.com/in/alumni3975,8,flexible,"English,Sinhala,Tamil",82.03,0.96,3.69,5.0,0.0,21.0,True
ALUMNI_M3976,Alumni_3976,Male,Other,Data Scientist,Data Science,6,"Python,Java,Data Analysis",Galle,,,Gold,alumni3976@alumni.edu,https://linkedin.com/in/alumni3976,11,flexible,"English,Tamil",89.34,0.83,4.82,2.0,0.0,80.0,True
ALUMNI_M3977,Alumni_3977,Male,Other,Product Manager,Cybersecurity,6,"Java,Machine Learning,Data Analysis",Galle,,,Bronze,alumni3977@alumni.edu,https://linkedin.com/in/alumni3977,14,casual,"English,Sinhala",62.13,0.81,4.14,2.0,0.0,97.0,True
ALUMNI_M3978,Alumni_3978,Male,Other,Data Scientist,Software Engineering,6,"Python,Cloud Computing,Data Analysis",Galle,,,Silver,alumni3978@alumni.edu,https://linkedin.com/in/alumni3978,15,structured,"English,Sinhala",60.84,0.93,3.61,3.0,0.0,69.0,True
ALUMNI_M3979,Alumni_3979,Female,Other,Consultant,Software Engineering,6,"Cybersecurity,Machine Learning,Cloud Computing",Kandy,,,Silver,alumni3979@alumni.edu,https://linkedin.com/in/alumni3979,19,flexible,"English,Sinhala",61.95,0.98,4.18,4.0,0.0,11.0,True
ALUMNI_M3980,Alumni_3980,Female,Other,Data Scientist,Cybersecurity,6,"Machine Learning,Cloud Computing,Cybersecurity",Kandy,,,Bronze,alumni3980@alumni.edu,https://linkedin.com/in/alumni3980,6,casual,"English,Tamil",89.21,0.8,4.85,3.0,0.0,71.0,True
ALUMNI_M3981,Alumni_3981,Female,Other,Software Engineer,Business IT,6,"Machine Learning,Data Analysis,Java",Galle,,,Bronze,alumni3981@alumni.edu,https://linkedin.com/in/alumni3981,8,casual,English,77.24,0.92,3.67,4.0,0.0,12.0,True
ALUMNI_M3982,Alumni_3982,Male,Other,Consultant,Cybersecurity,6,"Data Analysis,Java,Python",Colombo,,,Bronze,alumni3982@alumni.edu,https://linkedin.com/in/alumni3982,17,casual,"English,Sinhala",78.85,0.88,4.64,4.0,0.0,72.0,True
ALUMNI_M3983,Alumni_3983,Female,Other,Data Scientist,Networking,6,"Cybersecurity,Java,Python",Galle,,,Bronze,alumni3983@alumni.edu,https://linkedin.com/in/alumni3983,4,casual,"English,Sinhala",65.84,0.75,4.07,5.0,0.0,80.0,True
ALUMNI_M3984,Alumni_3984,Male,Other,Product Manager,Data Science,6,"Cybersecurity,Python,Machine Learning",Galle,,,Silver,alumni3984@alumni.edu,https://linkedin.com/in/alumni3984,2,formal,"English,Tamil",83.95,0.84,4.99,4.0,0.0,37.0,True
ALUMNI_M3985,Alumni_3985,Male,Other,Research Scientist,Software Engineering,6,"Cybersecurity,Java,Cloud Computing",Gampaha,,,Silver,alumni3985@alumni.edu,https://linkedin.com/in/alumni3985,4,structured,"English,Sinhala,Tamil",67.3,0.93,4.16,5.0,0.0,22.0,True
ALUMNI_M3986,Alumni_3986,Male,Other,Product Manager,AI/ML,6,"Python,Cybersecurity,Cloud Computing",Gampaha,,,Bronze,alumni3986@alumni.edu,https://linkedin.com/in/alumni3986,13,formal,English,69.96,0.89,4.59,2.0,0.0,87.0,True
ALUMNI_M3987,Alumni_3987,Male,Other,Data Scientist,Data Science,6,"Java,Cloud Computing,Python",Galle,,,Gold,alumni3987@alumni.edu,https://linkedin.com/in/alumni3987,5,structured,"English,Sinhala",86.19,0.83,4.09,2.0,0.0,33.0,True
ALUMNI_M3988,Alumni_3988,Male,Other,Consultant,AI/ML,6,"Data Analysis,Cybersecurity,Machine Learning",Kandy,,,Bronze,alumni3988@alumni.edu,https://linkedin.com/in/alumni3988,8,formal,"English,Sinhala,Tamil",86.81,0.88,4.74,3.0,0.0,80.0,True
ALUMNI_M3989,Alumni_3989,Male,Other,Consultant,Business IT,6,"Python,Cybersecurity,Cloud Computing",Kandy,,,Silver,alumni3989@alumni.edu,https://linkedin.com/in/alumni3989,15,flexible,"English,Sinhala,Tamil",75.18,0.99,4.13,5.0,0.0,52.0,True
ALUMNI_M3990,Alumni_3990,Female,Other,Software Engineer,Business IT,6,"Cloud Computing,Java,Machine Learning",Colombo,,,Gold,alumni3990@alumni.edu,https://linkedin.com/in/alumni3990,16,flexible,"English,Tamil",63.3,0.72,4.63,3.0,0.0,84.0,True
ALUMNI_M3991,Alumni_3991,Male,Other,Consultant,Cybersecurity,6,"Machine Learning,Data Analysis,Cybersecurity",Kurunegala,,,Bronze,alumni3991@alumni.edu,https://linkedin.com/in/alumni3991,5,casual,"English,Sinhala,Tamil",87.92,0.99,4.46,1.0,0.0,74.0,True
ALUMNI_M3992,Alumni_3992,Female,Other,Product Manager,Data Science,6,"Java,Machine Learning,Python",Galle,,,Silver,alumni3992@alumni.edu,https://linkedin.com/in/alumni3992,4,formal,"English,Tamil",62.02,0.77,4.42,3.0,0.0,36.0,True
ALUMNI_M3993,Alumni_3993,Male,Other,Research Scientist,AI/ML,6,"Python,Cloud Computing,Machine Learning",Gampaha,,,Bronze,alumni3993@alumni.edu,https://linkedin.com/in/alumni3993,15,structured,English,86.98,0.83,4.79,3.0,0.0,75.0,True
ALUMNI_M3994,Alumni_3994,Female,Other,Product Manager,Cybersecurity,6,"Python,Cloud Computing,Cybersecurity",Kurunegala,,,Bronze,alumni3994@alumni.edu,https://linkedin.com/in/alumni3994,15,casual,English,87.82,0.92,3.59,2.0,0.0,4.0,True
ALUMNI_M3995,Alumni_3995,Female,Other,Product Manager,Software Engineering,6,"Python,Cloud Computing,Machine Learning",Colombo,,,Bronze,alumni3995@alumni.edu,https://linkedin.com/in/alumni3995,2,flexible,"English,Tamil",91.14,0.85,3.69,3.0,0.0,47.0,True
ALUMNI_M3996,Alumni_3996,Female,Other,Consultant,AI/ML,6,"Cloud Computing,Data Analysis,Java",Gampaha,,,Silver,alumni3996@alumni.edu,https://linkedin.com/in/alumni3996,9,flexible,"English,Sinhala",78.3,0.93,3.77,4.0,0.0,22.0,True
ALUMNI_M3997,Alumni_3997,Female,Other,Software Engineer,Business IT,6,"Java,Cloud Computing,Machine Learning",Kurunegala,,,Gold,alumni3997@alumni.edu,https://linkedin.com/in/alumni3997,20,structured,English,81.79,0.97,4.08,3.0,0.0,21.0,True
ALUMNI_M3998,Alumni_3998,Female,Other,Research Scientist,Software Engineering,6,"Java,Cybersecurity,Machine Learning",Kandy,,,Silver,alumni3998@alumni.edu,https://linkedin.com/in/alumni3998,5,casual,"English,Sinhala",84.73,0.98,3.72,1.0,0.0,32.0,True
ALUMNI_M3999,Alumni_3999,Female,Other,Consultant,AI/ML,6,"Java,Cloud Computing,Machine Learning",Galle,,,Gold,alumni3999@alumni.edu,https://linkedin.com/in/alumni3999,8,flexible,"English,Tamil",75.08,0.97,4.95,3.0,0.0,12.0,True
ALUMNI_M4000,Alumni_4000,Female,Other,Consultant,Networking,6,"Python,Machine Learning,Cybersecurity",Kandy,,,Gold,alumni4000@alumni.edu,https://linkedin.com/in/alumni4000,8,flexible,"English,Sinhala",64.71,0.94,4.85,3.0,0.0,14.0,True
ALUMNI_M4001,Alumni_4001,Male,Other,Research Scientist,Cybersecurity,6,"Cloud Computing,Machine Learning,Python",Kandy,,,Silver,alumni4001@alumni.edu,https://linkedin.com/in/alumni4001,6,flexible,"English,Sinhala",93.7,0.99,4.96,4.0,0.0,79.0,True
ALUMNI_M4002,Alumni_4002,Female,Other,Product Manager,Networking,6,"Cybersecurity,Machine Learning,Java",Gampaha,,,Bronze,alumni4002@alumni.edu,https://linkedin.com/in/alumni4002,4,casual,"English,Tamil",75.57,0.9,3.96,4.0,0.0,37.0,True
ALUMNI_M4003,Alumni_4003,Female,Other,Product Manager,Cybersecurity,6,"Cloud Computing,Machine Learning,Java",Kurunegala,,,Silver,alumni4003@alumni.edu,https://linkedin.com/in/alumni4003,15,casual,"English,Tamil",63.82,0.78,3.58,5.0,0.0,86.0,True
ALUMNI_M4004,Alumni_4004,Male,Other,Consultant,Data Science,6,"Data Analysis,Java,Machine Learning",Galle,,,Bronze,alumni4004@alumni.edu,https://linkedin.com/in/alumni4004,19,flexible,"English,Tamil",66.51,0.88,4.62,1.0,0.0,57.0,True
ALUMNI_M4005,Alumni_4005,Female,Other,Data Scientist,Software Engineering,6,"Machine Learning,Python,Cybersecurity",Colombo,,,Silver,alumni4005@alumni.edu,https://linkedin.com/in/alumni4005,13,flexible,"English,Sinhala,Tamil",89.28,0.92,4.06,4.0,0.0,28.0,True
ALUMNI_M4006,Alumni_4006,Female,Other,Software Engineer,Cybersecurity,6,"Machine Learning,Data Analysis,Cybersecurity",Colombo,,,Bronze,alumni4006@alumni.edu,https://linkedin.com/in/alumni4006,19,formal,"English,Tamil",62.95,0.9,4.44,4.0,0.0,10.0,True
ALUMNI_M4007,Alumni_4007,Male,Other,Data Scientist,Business IT,6,"Data Analysis,Cybersecurity,Cloud Computing",Kandy,,,Silver,alumni4007@alumni.edu,https://linkedin.com/in/alumni4007,15,casual,English,80.42,0.86,4.41,5.0,0.0,77.0,True
ALUMNI_M4008,Alumni_4008,Female,Other,Research Scientist,Networking,6,"Cloud Computing,Cybersecurity,Python",Colombo,,,Bronze,alumni4008@alumni.edu,https://linkedin.com/in/alumni4008,17,flexible,"English,Sinhala,Tamil",89.64,0.73,4.92,2.0,0.0,63.0,True
ALUMNI_M4009,Alumni_4009,Female,Other,Research Scientist,Business IT,6,"Data Analysis,Machine Learning,Java",Colombo,,,Bronze,alumni4009@alumni.edu,https://linkedin.com/in/alumni4009,12,flexible,"English,Tamil",65.94,0.76,3.66,5.0,0.0,85.0,True
ALUMNI_M4010,Alumni_4010,Male,Other,Research Scientist,Networking,6,"Java,Machine Learning,Python",Kandy,,,Bronze,alumni4010@alumni.edu,https://linkedin.com/in/alumni4010,14,formal,"English,Tamil",73.7,0.89,4.73,4.0,0.0,41.0,True
